TIME,SIZE,RESP,TH,ERROR
2006-07-28 16:16:12,418,1440,0.290277777777778,NO
2006-07-28 16:39:23,418,1430,0.292307692307692,NO
2006-07-28 16:50:19,418,1400,0.298571428571429,NO
2006-07-28 17:50:21,418,1402,0.298145506419401,NO
2006-07-28 18:50:18,418,1551,0.269503546099291,NO
2006-07-28 19:50:19,418,1565,0.267092651757188,NO
2006-07-28 20:50:18,418,1401,0.298358315488936,NO
2006-07-28 21:50:19,418,1564,0.267263427109974,NO
2006-07-28 22:50:18,418,1426,0.29312762973352,NO
2006-07-28 23:50:20,418,1626,0.257072570725707,NO
2006-07-29 00:50:18,418,1464,0.28551912568306,NO
2006-07-29 01:50:27,418,1433,0.291695743196092,NO
2006-07-29 02:50:18,418,1465,0.285324232081911,NO
2006-07-29 03:50:19,418,1396,0.299426934097421,NO
2006-07-29 04:50:17,418,1567,0.266751754945756,NO
2006-07-29 05:50:19,440,1561,0.281870595771941,NO
2006-07-29 06:50:21,440,1558,0.282413350449294,NO
2006-07-29 07:50:26,440,1725,0.255072463768116,NO
2006-07-29 08:50:19,440,2283,0.192728865527814,NO
2006-07-29 09:50:19,440,1397,0.31496062992126,NO
2006-07-29 10:50:21,440,1567,0.280791320995533,NO
2006-07-29 11:50:21,440,1596,0.275689223057644,NO
2006-07-29 12:50:21,440,1558,0.282413350449294,NO
2006-07-29 13:50:18,440,1449,0.303657694962043,NO
2006-07-29 14:50:17,440,1509,0.291583830351226,NO
2006-07-29 15:50:19,440,1397,0.31496062992126,NO
2006-07-29 16:50:17,440,1395,0.315412186379928,NO
2006-07-29 17:50:20,440,1407,0.31272210376688,NO
2006-07-29 18:50:18,440,1398,0.314735336194564,NO
2006-07-29 19:50:21,440,1446,0.304287690179806,NO
2006-07-29 20:50:18,440,1402,0.313837375178317,NO
2006-07-29 21:50:21,440,1419,0.310077519379845,NO
2006-07-29 22:50:19,440,1473,0.298710115410726,NO
2006-07-29 23:50:32,440,1413,0.311394196744515,NO
2006-07-30 00:50:18,440,1715,0.256559766763848,NO
2006-07-30 01:50:18,440,1768,0.248868778280543,NO
2006-07-30 02:50:18,440,1694,0.25974025974026,NO
2006-07-30 03:50:19,440,1732,0.254041570438799,NO
2006-07-30 04:50:23,440,1601,0.274828232354778,NO
2006-07-30 05:50:25,429,1573,0.272727272727273,NO
2006-07-30 06:50:18,429,1405,0.305338078291815,NO
2006-07-30 07:50:19,429,1418,0.302538787023977,NO
2006-07-30 08:50:19,429,1400,0.306428571428571,NO
2006-07-30 09:50:18,429,1397,0.307086614173228,NO
2006-07-30 10:50:26,429,1405,0.305338078291815,NO
2006-07-30 11:50:26,429,1585,0.270662460567823,NO
2006-07-30 12:50:20,429,1410,0.304255319148936,NO
2006-07-30 13:50:19,429,1426,0.300841514726508,NO
2006-07-30 14:50:23,429,1410,0.304255319148936,NO
2006-07-30 15:50:19,429,1452,0.295454545454545,NO
2006-07-30 16:50:28,429,1420,0.302112676056338,NO
2006-07-30 17:50:24,429,1454,0.295048143053645,NO
2006-07-30 18:50:21,429,1602,0.267790262172285,NO
2006-07-30 19:50:21,429,1418,0.302538787023977,NO
2006-07-30 20:50:21,429,1551,0.276595744680851,NO
2006-07-30 21:50:22,429,1434,0.299163179916318,NO
2006-07-30 22:50:20,429,1460,0.293835616438356,NO
2006-07-30 23:50:27,429,2046,0.209677419354839,NO
2006-07-31 00:50:19,429,1397,0.307086614173228,NO
2006-07-31 01:50:26,429,1567,0.273771537970645,NO
2006-07-31 02:50:19,429,1745,0.245845272206304,NO
2006-07-31 03:50:20,429,1623,0.264325323475046,NO
2006-07-31 04:50:20,429,1714,0.250291715285881,NO
2006-07-31 05:50:18,409,1585,0.258044164037855,NO
2006-07-31 06:50:21,409,1551,0.263700838168923,NO
2006-07-31 07:50:24,409,1450,0.282068965517241,NO
2006-07-31 08:50:19,409,1411,0.289865343727853,NO
2006-07-31 09:50:34,409,1607,0.254511512134412,NO
2006-07-31 10:50:21,409,1761,0.232254400908575,NO
2006-07-31 11:50:36,409,2797,0.146228101537361,NO
2006-07-31 12:50:34,409,1401,0.291934332619557,NO
2006-07-31 13:50:25,409,1447,0.282653766413269,NO
2006-07-31 14:50:22,409,1888,0.216631355932203,NO
2006-07-31 15:50:31,409,1527,0.26784544859201,NO
2006-07-31 16:50:20,409,1741,0.234922458357266,NO
