TIME,SIZE,RESP,TH,ERROR
2006-07-28 16:15:00,399,3147,0.126787416587226,NO
2006-07-28 16:50:07,389,2001,0.1944027986007,NO
2006-07-28 17:50:08,419,2229,0.187976671152983,NO
2006-07-28 18:50:08,514,2330,0.220600858369099,NO
2006-07-28 19:50:08,442,2553,0.173129651390521,NO
2006-07-28 20:50:08,403,1993,0.202207727044656,NO
2006-07-28 21:50:08,404,2092,0.193116634799235,NO
2006-07-28 22:50:08,417,1971,0.211567732115677,NO
2006-07-28 23:50:07,380,2535,0.149901380670611,NO
2006-07-29 00:50:07,367,2245,0.16347438752784,NO
2006-07-29 01:50:08,368,5046,0.0729290527150218,NO
2006-07-29 02:50:08,385,1967,0.195729537366548,NO
2006-07-29 03:50:08,391,2392,0.163461538461538,NO
2006-07-29 04:50:07,490,1953,0.25089605734767,NO
2006-07-29 05:50:08,459,2716,0.16899852724595,NO
2006-07-29 06:50:08,384,2034,0.188790560471976,NO
2006-07-29 07:50:09,630,3053,0.206354405502784,NO
2006-07-29 08:50:09,409,2206,0.185403445149592,NO
2006-07-29 09:50:08,385,1973,0.195134313228586,NO
2006-07-29 10:50:07,448,1999,0.224112056028014,NO
2006-07-29 11:50:07,376,2055,0.182968369829684,NO
2006-07-29 12:50:08,401,2055,0.195133819951338,NO
2006-07-29 13:50:08,602,2129,0.282761860028182,NO
2006-07-29 14:50:07,368,1923,0.191367654706188,NO
2006-07-29 15:50:08,376,2944,0.127717391304348,NO
2006-07-29 16:50:08,380,2068,0.183752417794971,NO
2006-07-29 17:50:08,423,2052,0.206140350877193,NO
2006-07-29 18:50:08,378,2167,0.174434702353484,NO
2006-07-29 19:50:08,404,2086,0.193672099712368,NO
2006-07-29 20:50:07,454,1877,0.241875332978157,NO
2006-07-29 21:50:08,369,4951,0.0745303978994143,NO
2006-07-29 22:50:09,442,2063,0.214251090644692,NO
2006-07-29 23:50:10,427,3009,0.141907610501828,NO
2006-07-30 00:50:08,403,1909,0.21110529072813,NO
2006-07-30 01:50:08,372,2185,0.17025171624714,NO
2006-07-30 02:50:08,394,1974,0.199594731509625,NO
2006-07-30 03:50:08,389,2443,0.159230454359394,NO
2006-07-30 04:50:08,384,2723,0.141020932794712,NO
2006-07-30 05:50:08,399,1901,0.209889531825355,NO
2006-07-30 06:50:08,424,1945,0.217994858611825,NO
2006-07-30 07:50:08,420,1955,0.214833759590793,NO
2006-07-30 08:50:08,410,2010,0.203980099502488,NO
2006-07-30 09:50:08,808,2079,0.388648388648389,NO
2006-07-30 10:50:08,496,4541,0.109227042501652,NO
2006-07-30 11:50:08,406,4041,0.100470180648354,NO
2006-07-30 12:50:09,448,3855,0.11621271076524,NO
2006-07-30 13:50:07,395,2006,0.19690927218345,NO
2006-07-30 14:50:09,459,3340,0.137425149700599,NO
2006-07-30 15:50:07,401,2629,0.152529478889312,NO
2006-07-30 16:50:09,406,3798,0.106898367561875,NO
2006-07-30 17:50:14,412,1952,0.211065573770492,NO
2006-07-30 18:50:07,475,2561,0.185474424053104,NO
2006-07-30 19:50:10,451,2203,0.204720835224694,NO
2006-07-30 20:50:08,449,2510,0.178884462151394,NO
2006-07-30 21:50:07,407,3072,0.132486979166667,NO
2006-07-30 22:50:09,425,2572,0.165241057542768,NO
2006-07-30 23:50:09,406,9104,0.0445957820738137,NO
2006-07-31 00:50:08,417,1953,0.213517665130568,NO
2006-07-31 01:50:12,384,2292,0.167539267015707,NO
2006-07-31 02:50:08,442,1885,0.23448275862069,NO
2006-07-31 03:50:09,484,2398,0.201834862385321,NO
2006-07-31 04:50:09,366,2612,0.140122511485452,NO
2006-07-31 05:50:08,465,1845,0.252032520325203,NO
2006-07-31 06:50:09,402,2259,0.177954847277556,NO
2006-07-31 07:50:10,880,2072,0.424710424710425,NO
2006-07-31 08:50:09,441,2168,0.203413284132841,NO
2006-07-31 09:50:13,412,5314,0.0775310500564547,NO
2006-07-31 10:50:08,407,2124,0.191619585687382,NO
2006-07-31 11:50:17,375,2595,0.144508670520231,NO
2006-07-31 12:50:08,412,2942,0.140040788579198,NO
2006-07-31 13:50:08,428,2184,0.195970695970696,NO
2006-07-31 14:50:10,403,3541,0.113809658288619,NO
2006-07-31 15:50:13,425,2179,0.195043597980725,NO
2006-07-31 16:50:08,472,2732,0.172767203513909,NO
2006-07-31 17:50:09,411,2781,0.147788565264293,NO
2006-07-31 18:50:09,412,2351,0.17524457677584,NO
2006-07-31 19:50:08,390,2018,0.193260654112983,NO
2006-07-31 20:50:11,399,2341,0.170439982913285,NO
2006-07-31 21:50:07,449,2558,0.175527756059421,NO
2006-07-31 22:50:08,401,1978,0.20273003033367,NO
2006-07-31 23:50:08,396,2599,0.152366294728742,NO
2006-08-01 00:50:08,451,2008,0.224601593625498,NO
2006-08-01 01:50:10,435,2093,0.207835642618251,NO
2006-08-01 02:50:08,427,1926,0.221703011422638,NO
2006-08-01 03:50:11,436,2547,0.171181782489203,NO
2006-08-01 04:50:08,435,2637,0.164960182025028,NO
2006-08-01 05:50:08,390,2070,0.188405797101449,NO
2006-08-01 06:50:07,448,1898,0.236037934668072,NO
2006-08-01 07:50:08,384,2426,0.158285243198681,NO
2006-08-01 08:50:11,370,2118,0.174693106704438,NO
2006-08-01 09:50:08,407,2485,0.163782696177062,NO
2006-08-01 10:50:08,440,2214,0.19873532068654,NO
2006-08-01 11:50:09,415,2394,0.173350041771094,NO
2006-08-01 12:50:07,395,2265,0.17439293598234,NO
2006-08-01 13:50:08,416,2692,0.154531946508172,NO
2006-08-01 14:50:07,443,2106,0.210351377018044,NO
2006-08-01 15:50:13,415,3564,0.116442199775533,NO
2006-08-01 16:50:07,490,5045,0.0971258671952428,NO
2006-08-01 17:50:08,386,2960,0.130405405405405,NO
2006-08-01 18:50:08,378,2555,0.147945205479452,NO
2006-08-01 19:50:08,410,2751,0.14903671392221,NO
2006-08-01 20:50:08,402,2120,0.189622641509434,NO
2006-08-01 21:50:07,397,2666,0.148912228057014,NO
2006-08-01 22:50:08,443,2466,0.179643146796431,NO
2006-08-01 23:50:09,461,2021,0.228104898565067,NO
2006-08-02 00:50:08,374,6819,0.0548467517231266,NO
2006-08-02 01:50:08,436,2057,0.211959163830822,NO
2006-08-02 02:50:08,382,2032,0.187992125984252,NO
2006-08-02 03:50:08,513,2248,0.228202846975089,NO
