TIME,SIZE,RESP,TH,ERROR
2006-07-22 18:59:54,353,2098,0.168255481410867,NO
2006-07-28 16:45:02,353,5497,0.0642168455521193,NO
2006-07-28 17:45:02,353,4447,0.0793793568697999,NO
2006-07-28 18:45:02,353,4230,0.083451536643026,NO
2006-07-28 19:45:02,353,4627,0.0762913334774152,NO
2006-07-28 20:45:02,353,4616,0.076473136915078,NO
2006-07-28 21:45:02,353,4625,0.0763243243243243,NO
2006-07-28 22:45:02,353,4748,0.0743470935130581,NO
2006-07-28 23:45:02,353,4536,0.0778218694885362,NO
2006-07-29 00:45:01,353,4439,0.0795224149583239,NO
2006-07-29 01:45:01,353,4464,0.0790770609318996,NO
2006-07-29 02:45:02,353,4671,0.0755726825090987,NO
2006-07-29 03:45:01,353,4864,0.0725740131578947,NO
2006-07-29 04:45:02,353,4651,0.0758976564179746,NO
2006-07-29 05:45:02,353,4444,0.0794329432943294,NO
2006-07-29 06:45:02,353,4330,0.0815242494226328,NO
2006-07-29 07:45:01,353,4254,0.0829807240244476,NO
2006-07-29 08:45:01,353,4863,0.0725889368702447,NO
2006-07-29 09:45:02,0,269652,0,YES
2006-07-29 10:45:02,353,4254,0.0829807240244476,NO
2006-07-29 11:45:02,353,4443,0.079450821516993,NO
2006-07-29 12:45:01,353,4580,0.0770742358078603,NO
2006-07-29 13:45:03,353,4451,0.0793080206695125,NO
2006-07-29 14:45:02,353,4459,0.0791657322269567,NO
2006-07-29 15:45:02,353,4683,0.0753790305359812,NO
2006-07-29 16:45:02,353,4881,0.0723212456463839,NO
2006-07-29 17:45:02,353,9768,0.0361384111384111,NO
2006-07-29 18:45:02,353,4390,0.0804100227790433,NO
2006-07-29 19:45:02,353,4850,0.0727835051546392,NO
2006-07-29 20:45:02,353,4427,0.0797379715382878,NO
2006-07-29 21:45:02,353,4446,0.0793972109761583,NO
2006-07-29 22:45:02,353,4830,0.0730848861283644,NO
2006-07-29 23:45:02,353,4886,0.072247237003684,NO
2006-07-30 00:45:02,353,4868,0.0725143796220214,NO
2006-07-30 01:45:01,353,4566,0.0773105562855891,NO
2006-07-30 02:45:02,353,4862,0.0726038667215138,NO
2006-07-30 03:45:02,353,5770,0.0611785095320624,NO
2006-07-30 04:45:02,353,4620,0.0764069264069264,NO
2006-07-30 05:45:02,353,4603,0.0766891157940474,NO
2006-07-30 06:45:02,353,4445,0.0794150731158605,NO
2006-07-30 07:45:01,353,4995,0.0706706706706707,NO
2006-07-30 08:45:01,353,4621,0.0763903916901104,NO
2006-07-30 09:45:02,0,266454,0,YES
2006-07-30 10:45:02,353,4563,0.0773613850536927,NO
2006-07-30 11:45:01,353,4459,0.0791657322269567,NO
2006-07-30 12:45:02,0,603389,0,YES
2006-07-30 13:45:01,353,4340,0.0813364055299539,NO
2006-07-30 14:45:02,353,14629,0.0241301524369403,NO
2006-07-30 15:45:02,353,3960,0.0891414141414141,NO
2006-07-30 16:45:02,353,4438,0.0795403334835511,NO
2006-07-30 17:45:02,353,4140,0.0852657004830918,NO
2006-07-30 18:45:02,353,4149,0.0850807423475536,NO
2006-07-30 19:45:02,353,4721,0.0747722940055073,NO
2006-07-30 20:45:01,353,6242,0.056552387055431,NO
2006-07-30 21:45:02,353,4447,0.0793793568697999,NO
2006-07-30 22:45:02,353,4427,0.0797379715382878,NO
2006-07-30 23:45:02,353,4542,0.0777190664905328,NO
2006-07-31 00:45:02,353,4820,0.0732365145228216,NO
2006-07-31 01:45:01,353,4168,0.0846928982725528,NO
2006-07-31 02:45:01,353,4346,0.0812241141279337,NO
2006-07-31 03:45:02,352,4242,0.082979726544083,NO
2006-07-31 04:45:02,353,4841,0.0729188184259451,NO
2006-07-31 05:45:02,353,4481,0.0787770586922562,NO
2006-07-31 06:45:01,352,4381,0.0803469527505136,NO
2006-07-31 07:45:02,353,4684,0.0753629376601196,NO
2006-07-31 08:45:02,353,7332,0.0481451172940535,NO
2006-07-31 09:45:01,0,58605,0,YES
2006-07-31 10:45:02,352,4749,0.0741208675510634,NO
2006-07-31 11:45:02,353,4794,0.07363370880267,NO
2006-07-31 12:45:02,353,4634,0.0761760897712559,NO
2006-07-31 13:45:02,353,4442,0.0794687077892841,NO
2006-07-31 14:45:03,353,4650,0.0759139784946237,NO
2006-07-31 15:45:02,353,4463,0.0790947792964374,NO
2006-07-31 16:45:02,353,4452,0.0792902066486972,NO
2006-07-31 17:45:02,353,4440,0.0795045045045045,NO
2006-07-31 18:45:02,353,4675,0.0755080213903743,NO
2006-07-31 19:45:02,353,7345,0.0480599046970728,NO
2006-07-31 20:45:02,353,5048,0.0699286846275753,NO
2006-07-31 21:45:02,353,4851,0.0727685013399299,NO
2006-07-31 22:45:02,353,4466,0.0790416480071652,NO
2006-07-31 23:45:02,353,4683,0.0753790305359812,NO
2006-08-01 00:45:02,353,4659,0.0757673320455033,NO
2006-08-01 01:45:02,353,4630,0.0762419006479482,NO
2006-08-01 02:45:02,353,4696,0.0751703577512777,NO
2006-08-01 03:45:01,353,4386,0.0804833561331509,NO
2006-08-01 04:45:02,353,4180,0.0844497607655502,NO
2006-08-01 05:45:01,353,4617,0.0764565735325969,NO
2006-08-01 06:45:01,353,4822,0.0732061385317296,NO
2006-08-01 07:45:03,353,4633,0.0761925318368228,NO
2006-08-01 08:45:01,353,4374,0.0807041609510745,NO
2006-08-01 09:45:02,353,170883,0.00206574088703967,NO
